tags,title
rosasalazar christophwaltz jenniferconnelly robertrodriguez action adventure sci-fi a deactivated cyborg's revived but can't remember anything of her past and goes on a quest to find out who she is.,alita: battle angel
"jaybaruchel americaferrera cateblanchett deandeblois animation action adventure when hiccup discovers toothless isn't the only night fury he must seek ""the hidden world"" a secret dragon utopia before a hired tyrant named grimmel finds it first.",how to train your dragon: the hidden world
florencepugh lenaheadey nickfrost stephenmerchant biography comedy drama a former wrestler and his family make a living performing at small venues around the country while his kids dream of joining world wrestling entertainment.,fighting with my family
tylerperry courtneyburrell patricelovely tylerperry none none,tyler perry's a madea family funeral
isabellehuppert chloëgracemoretz maikamonroe neiljordan drama mystery thriller a young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.,greta
benaffleck oscarisaac charliehunnam j.c.chandor action thriller loyalties are tested when five friends and former special forces operatives reunite to take down a south american drug lord unleashing a chain of unintended consequences.,triple frontier
"brielarson samuell.jackson benmendelsohn annaboden,ryanfleck(directors/screenplay);genevarobertson-dworet(screenplay);brielarson,samuell.jackson,benmendelsohn,djimonhounsou,leepace,lashanalynch,gemmachan,annettebening,clarkgregg,judelaw action adventure sci-fi carol danvers becomes one of the universe's most powerful heroes when earth is caught in the middle of a galactic war between two alien races.",captain marvel
ethanhawke danedehaan jakeschur vincentd'onofrio comedy drama family the tramp cares for an abandoned child but events put their relationship in jeopardy.,the kid
"briannadenski kenhudsoncampbell matthewbroderick joshappelbaum,andrenemec(screenplay);briannadenski,kenhudsoncampbell,matthewbroderick,jennifergarner,kenanthompson,kenjeong,milakunis,johnoliver animation adventure comedy the imagination of a wildly creative girl comes alive in an amusement park.",wonder park
johngoodman ashtonsanders jonathanmajors rupertwyatt action horror sci-fi set in a chicago neighborhood nearly a decade after an occupation by an extraterrestrial force 'captive state' explores the lives on both sides of the conflict - the collaborators and dissidents.,captive state
sophialillis zoerenee mackenziegraham kattshea comedy crime drama a bit of an outsider struggling to fit into her new surroundings nancy and her pals set out to solve a mystery make new friends and establish their place in the community.,nancy drew and the hidden staircase
alexanderskarsgård keiraknightley jasonclarke jameskent drama romance war post world war ii a british colonel and his wife are assigned to live in hamburg during the post-war reconstruction but tensions arise with the german who previously owned the house.,the aftermath
colesprouse haleylurichardson justinbaldoni drama romance a pair of teenagers with cystic fibrosis meet in a hospital and fall in love though their disease means they must avoid close physical contact.,five feet apart
kevincostner woodyharrelson kathybates johnleehancock biography crime drama the untold true story of the legendary detectives who brought down bonnie and clyde.,the highwaymen
robyattal laurenhatfield alejandrorosegarcia robertrodriguez horror sci-fi thriller based on the research hospital where robert rodriguez sold his body to pay for 'el mariachi'. 'red 11' is the shirt color and number he was assigned.,red 11
emilehirsch timahern déborahfrançois ivankavanagh drama western an irish undertaker profits when outlaws take over a peaceful american frontier town but his family comes under threat as the death toll rises.,never grow old
tonyjaa ikouwais tigerchen jessev.johnson action thriller when a billionaire's daughter intent on bringing down a major crime syndicate is targeted by a group of professional assassins a team of mercenaries must stop them before they kill her.,triple threat
lupitanyong'o winstonduke shahadiwrightjoseph jordanpeele horror mystery thriller a family's serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.,us
devpatel armiehammer nazaninboniadi anthonymaras action drama history the true story of the taj hotel terrorist attack in mumbai. hotel staff risk their lives to keep everyone safe as people make unthinkable sacrifices to protect themselves and their families.,hotel mumbai
douglasbooth iwanrheon machinegunkelly jefftremaine biography comedy drama based on the bestselling autobiography from mötley crüe the film is an unflinching tale of success and excess as four misfits rise from the streets of hollywood to the heights of international fame.,the dirt
melgibson vincevaughn michaeljaiwhite s.craigzahler action thriller once two overzealous cops get suspended from the force they must delve into the criminal underworld to get their proper compensation.,dragged across concrete
colinfarrell michaelkeaton dannydevito timburton animation adventure drama ridiculed because of his enormous ears a young circus elephant is assisted by a mouse to achieve his full potential.,dumbo
matthewmcconaughey zacefron jonahhill harmonykorine comedy a rebellious stoner named moondog lives life by his own rules.,the beach bum
"ashleybratcher brooksryan robiascott chuckkonzelman,carysoloman biography drama all abby johnson ever wanted to do was help women. as one of the youngest planned parenthood clinic directors in the nation she believed in a woman's right to choose. until the day she saw something that changed everything.",unplanned
zacharylevi asherangel markstrong davidf.sandberg action adventure comedy a newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,shazam!
"jasonclarke amyseimetz johnlithgow kevinkolsch,denniswidmyer fantasy horror thriller after tragedy strikes a grieving father discovers an ancient burial ground behind his home with the power to raise the dead.",pet sematary
tarajip.henson samrockwell robinbissell biography drama history civil rights activist ann atwater faces off against c.p. ellis exalted cyclops of the ku klux klan in 1971 durham north carolina over the issue of school integration.,the best of enemies
robertpattinson juliettebinoche andrébenjamin clairedenis adventure drama horror a father and his daughter struggle to survive in deep space where they live in isolation.,high life
brielarson samuell.jackson joancusack brielarson comedy drama fantasy kit a twenty-something dreamer receives an invitation that would fulfill her childhood dreams.,unicorn store
hilaryduff jonathanbennett lydiahearst danielfarrands drama horror thriller pregnant with director roman polanski's child and awaiting his return from europe 26-year-old hollywood actress sharon tate becomes plagued by visions of her imminent death.,the haunting of sharon tate
caitlingerard ashleyzukerman juliagoldanitelles emmatammi horror mystery thriller a plains-woman faces the harshness and isolation of the untamed land in the western frontier of the late 1800s.,the wind
kiernanshipka stanleytucci mirandaotto johnr.leonetti drama horror sci-fi when the world is under attack from terrifying creatures who hunt their human prey by sound 16-year old ally andrews (kiernan shipka) who lost her hearing at 13 and her family seek refuge in a remote haven.,the silence
davidharbour millajovovich ianmcshane neilmarshall action adventure fantasy a demon raised from infancy after being conjured by and rescued from the nazis grows up to become a defender against the forces of darkness.,hellboy
issarae reginahall marsaimartin tinagordon comedy fantasy romance a woman is transformed into her younger self at a point in her life when the pressures of adulthood become too much to bear.,little
hughjackman zachgalifianakis zoesaldana chrisbutler animation adventure comedy mr. link recruits explorer sir lionel frost to help find his long-lost relatives in the fabled valley of shangri-la. along with adventurer adelina fortnight this trio of explorers travel the world to help their new friend.,missing link
josephinelangford herofiennestiffin selmablair jennygage drama romance a young woman falls for a guy with a dark secret and the two embark on a rocky relationship. based on the novel by anna todd.,after
elisabethmoss caradelevingne danstevens alexrossperry drama music a self-destructive punk rocker struggles with sobriety while trying to recapture the creative inspiration that led her band to success.,her smell
chrissymetz joshlucas tophergrace roxanndawson biography drama when her 14-year-old son drowns in a lake a faithful mother prays for him to come back from the brink of death and be healed.,breakthrough
alastairfothergill(director) jeffwilson(co-director);edhelms alastairfothergill documentary family a coming-of-age story about an adélie penguin named steve who joins millions of fellow males in the icy antarctic spring on a quest to build a suitable nest find a life partner and start a family.,penguins
lindacardellini raymondcruz patriciavelasquez michaelchaves horror mystery thriller ignoring the eerie warning of a troubled mother suspected of child endangerment a social worker and her own small kids are soon drawn into a frightening supernatural realm.,the curse of la llorona
andrewgarfield rileykeough tophergrace davidrobertmitchell crime drama mystery sam a disenchanted young man finds a mysterious woman swimming in his apartment's pool one night. the next morning she disappears. sam sets off across la to find her and along the way he uncovers a conspiracy far more bizarre.,under the silver lake
taylorschilling briantyreehenry brynvale laurasteinel comedy drama romance three different but related families face trials and tribulations in their own uniquely comedic ways.,family
gugumbatha-raw lorrainetoussaint saniyyasidney juliahart drama sci-fi thriller after years in hiding a woman is forced to go on the run when her superhuman abilities are discovered. years after having abandoned her family the only place she has left to hide is home.,fast color
ginarodriguez brittanysnow dewandawise jenniferkaytinrobinson comedy romance after a devastating break up on the eve of her cross-country move jenny enjoys one last nyc adventure with her two best pals. someone great is a romantic comedy about love loss growth and the everlasting bond of female friendship.,someone great
camillekeaton mariaolsen meirzarchi meirzarchi horror thriller cinema's top lethal lady vengeance returns in the most anticipated sequel of all time.,i spit on your grave: deja vu
robertdowneyjr. chrisevans markruffalo anthonyandjoerusso action adventure drama after the devastating events of avengers: infinity war (2018) the universe is in ruins. with the help of remaining allies the avengers assemble once more in order to reverse thanos' actions and restore balance to the universe.,avengers: endgame
a.j.bowen scottpoythress susanburke joshlobo crime drama fantasy a man descends into paranoia after trapping what he believes to be the devil in his basement but things take a dark turn when his family unexpectedly arrive for christmas.,i trapped the devil
karinafontes caseyadams emilyalthaus roxannebenjamin comedy drama fantasy a park ranger spends the night guarding a potential crime scene on a remote mountain trail.,body at brighton rock
zoeydeutch jermainefowler judygreer tanyawexler comedy drama in the underworld of debt-collecting homegrown hustler peg dahl will do anything to escape buffalo ny.,buffaloed
sethrogen charlizetheron o'sheajacksonjr. jonathanlevine comedy romance journalist fred flarsky reunites with his childhood crush charlotte field now one of the most influential women in the world. as she prepares to make a run for the presidency charlotte hires fred as her speechwriter and sparks ...,long shot
dennisquaid michaelealy meagangood deontaylor horror thriller a young married couple buy a beautiful house on several acres of land only to find out that the man they bought it from refuses to let go of the property.,the intruder
kellyclarkson pitbull nickjonas kellyasbury animation adventure comedy an animated adventure in which the free-spirited uglydolls confront what it means to be different struggle with a desire to be loved and ultimately discover who you truly are is what matters most.,uglydolls
zacefron lilycollins kayascodelario joeberlinger biography crime drama a chronicle of the crimes of ted bundy from the perspective of liz his longtime girlfriend who refused to believe the truth about him for years.,"extremely wicked, shockingly evil and vile"
kjapa maiamitchell jacoblatimore williambindley comedy romance standing on the precipice of adulthood a group of friends navigate new relationships while reexamining others during their final summer before college.,the last summer
ryanreynolds justicesmith kathrynnewton robletterman action adventure comedy in a world where people collect pokémon to do battle a boy comes across an intelligent talking pikachu who seeks to be a detective.,pokémon detective pikachu
annehathaway rebelwilson alexsharp chrisaddison comedy crime two con women - one low rent and the other high class - team up to take down the men who have wronged them.,the hustle
nicholashoult lilycollins colmmeaney domekarukoski biography drama romance the formative years of the orphaned author j.r.r. tolkien as he finds friendship love and artistic inspiration among a group of fellow outcasts at school.,tolkien
dianekeaton jackiweaver pamgrier zarahayes comedy drama sport poms is a comedy about a group of women who form a cheer leading squad at their retirement community proving that you're never too old to 'bring it!',poms
"melgibson seanpenn nataliedormer p.b.shemran(director,screenplay);toddkomarnicki(screenplay);melgibson,seanpenn,nataliedormer,eddiemarsan,jenniferehle,davido'hara,ioangruffudd,stephendillane,stevecoogan biography drama history professor james murray begins work compiling words for the first edition of the oxford english dictionary in the mid-19th century and receives over 10 000 entries from a patient at broadmoor criminal lunatic asylum dr. william m...",the professor and the madman
keanureeves halleberry laurencefishburne chadstahelski action crime thriller john wick is on the run after killing a member of the international assassins' guild and with a $14 million price tag on his head he is the target of hit men and women everywhere.,john wick: chapter 3 – parabellum
dennisquaid joshgad marghelgenberger gailmancuso adventure comedy drama a dog finds the meaning of his own existence through the lives of the humans he meets.,a dog's journey
yarashahidi charlesmelton johnleguizamo ryrusso-young drama music romance a hopeless romantic ambivalent about his future in medical school falls for a hard-luck young woman who doesn't believe in love.,the sun is also a star
johnnydepp rosemariedewitt dannyhuston wayneroberts comedy drama a college professor lives his life with reckless abandon after being diagnosed with a terminal illness.,the professor
honorswintonbyrne tomburke tildaswinton joannahogg drama romance a young film student in the early '80s becomes romantically involved with a complicated and untrustworthy man.,the souvenir
"johnlithgow blythedanner derekcecil noblejones(director,screenplay);johnlithgow,blythedanner,derekcecil,katieaselton,sophiethatcher,eveharlow drama romance ed hemsler spends his life preparing for a disaster that may never come. ronnie meisner spends her life shopping for things she may never use. these two people will try to find love.",the tomorrow man
menamassoud willsmith naomiscott guyritchie animation adventure comedy a kindhearted street urchin and a power-hungry grand vizier vie for a magic lamp that has the power to make their deepest wishes come true.,aladdin
elizabethbanks daviddenman jacksona.dunn davidyarovesky drama horror mystery what if a child from another world crash-landed on earth but instead of becoming a hero to mankind he proved to be something far more sinister?,brightburn
kaitlyndever beaniefeldstein jessicawilliams oliviawilde comedy on the eve of their high-school graduation two academic superstars and best friends realize they should have worked less and played more. determined not to fall short of their peers the girls try to cram four years of fun into o...,booksmart
allisonwilliams loganbrowning stevenweber richardshepard drama horror music when troubled musical prodigy charlotte seeks out elizabeth the new star pupil of her former school the encounter sends both musicians down a sinister path with shocking consequences.,the perfection
aliwong randallpark danieldaekim nahnatchkakhan comedy romance everyone assumed that sasha and marcus would wind up together except for sasha and marcus. reconnecting after 15 years the two start to wonder--maybe?,always be my maybe
kylechandler verafarmiga milliebobbybrown michaeldougherty action adventure fantasy the crypto-zoological agency monarch faces off against a battery of god-sized monsters including the mighty godzilla who collides with mothra rodan and his ultimate nemesis the three-headed king ghidorah.,godzilla: king of the monsters
taronegerton jamiebell richardmadden dexterfletcher biography drama musical a musical fantasy about the fantastical human story of elton john's breakthrough years.,rocketman
octaviaspencer juliettelewis dianasilvers tatetaylor horror mystery thriller a lonely woman befriends a group of teenagers and decides to let them party at her house. just when the kids think their luck couldn't get any better things start happening that make them question the intention of their host.,ma
jamesmcavoy michaelfassbender jenniferlawrence simonkinberg action adventure sci-fi jean grey begins to develop incredible powers that corrupt and turn her into a dark phoenix causing the x-men to decide if her life is worth more than all of humanity.,dark phoenix
pattonoswalt ericstonestreet kevinhart chrisrenaud animation adventure comedy continuing the story of max and his pet friends following their secret lives after their owners leave them for work or school each day.,the secret life of pets 2
emmathompson mindykaling maxcasella nishaganatra comedy drama a late night talk show host suspects that she may soon lose her long-running show.,late night
jimmiefails jonathanmajors dannyglover joetalbot drama a young man searches for home in the changing city that seems to have left him behind.,the last black man in san francisco
breckinmeyer macaulayculkin brendasong sethgreen comedy drama while visiting thailand two estranged friends realize there's no rule book for finding purpose and meaning in life.,changeland
chrishemsworth tessathompson kumailnanjiani f.garygray action adventure comedy the men in black have always protected the earth from the scum of the universe. in this new adventure they tackle their biggest threat to date: a mole in the men in black organization.,men in black: international
samuell.jackson jessieusher richardroundtree timstory action crime thriller new york city police detective john shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.,shaft
billmurray adamdriver tildaswinton jimjarmusch comedy fantasy horror the peaceful town of centerville finds itself battling a zombie horde as the dead start rising from their graves.,the dead don't die
adamsandler jenniferaniston lukeevans kylenewacheck action comedy crime a new york cop and his wife go on a european vacation to reinvigorate the spark in their marriage but end up getting framed and on the run for the death of an elderly billionaire.,murder mystery
"mayaerskine jackquaid beckbennett jeffchan,andrewrhymer comedy drama romance in order to survive a summer of wedding fever longtime single friends ben and alice agree to be each other's plus one at every wedding they've been invited to.",plus one
jimgaffigan loganmiller samanthamathis mirandabailey comedy a normal father's family life is turned upside down when his son discovers his dad has another family.,being frank
"tomhanks timallen anniepotts joshcooley animation adventure comedy when a new toy called ""forky"" joins woody and the gang a road trip alongside old and new friends reveals how big the world can be for a toy.",toy story 4
sashaluss helenmirren lukeevans lucbesson action thriller beneath anna poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,anna
aubreyplaza gabrielbateman briantyreehenry larsklevberg horror thriller a single mother gives her son a much sought-after doll for his birthday only to discover that it is possessed by the soul of a serial killer.,child's play
mckennagrace madisoniseman katiesarife garydauberman horror mystery thriller while babysitting the daughter of ed and lorraine warren a teenager and her friend unknowingly awaken an evil spirit trapped in a doll.,annabelle comes home
himeshpatel lilyjames edsheeran dannyboyle comedy fantasy music a struggling musician realizes he's the only person on earth who can remember the beatles after waking up in an alternate reality where they never existed.,yesterday
daisyridley naomiwatts cliveowen clairemccarthy drama romance thriller a reimagining of hamlet told from ophelia's perspective.,ophelia
tommyflanagan rhyonnicolebrown jessicaalba martinowen action crime mystery a support group of killers is held regularly. the participants sit in a circle of trust and share their transgressions.,killers anonymous
tomholland samuell.jackson zendaya jonwatts action adventure sci-fi following the events of avengers: endgame (2019) spider-man must step up to take on new threats in a world that has changed forever.,spider-man: far from home
sylvesterstallone curtisjackson davebautista johnherzfeld action crime thriller after security expert ray breslin is hired to rescue the kidnapped daughter of a hong kong tech mogul from a formidable latvian prison breslin's girlfriend is also captured.,escape plan: the extractors
florencepugh jackreynor williamjacksonharper ariaster drama horror mystery a couple travels to northern europe to visit a rural hometown's fabled swedish mid-summer festival. what begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,midsommar
kumailnanjiani davebautista ikouwais michaeldowse action comedy crime a detective recruits his uber driver into an unexpected night of adventure.,stuber
kayascodelario barrypepper alexandreaja action adventure horror a young woman while attempting to save her father during a category 5 hurricane finds herself trapped in a flooding house and must fight for her life against alligators.,crawl
frankgrillo anthonymackie marciagayharden joelynch crime drama thriller after being double-crossed and left for dead a mysterious man named walker single-mindedly tries to retrieve the money that was stolen from him.,point blank
awkwafina tzima dianalin luluwang comedy drama a chinese family discovers their grandmother has only a short while left to live and decide to keep her in the dark scheduling a wedding to gather before she dies.,the farewell
pollyannamcintosh cooperandrews nora-janenoone pollyannamcintosh horror thriller a direct sequel to 2011's the woman.,darlin'
donaldglover sethrogen chiwetelejiofor jonfavreau animation adventure drama lion prince simba and his father are targeted by his bitter uncle who wants to ascend the throne himself.,the lion king
leonardodicaprio bradpitt margotrobbie quentintarantino comedy drama a faded television actor and his stunt double strive to achieve fame and success in the final years of hollywood's golden age in 1969 los angeles.,once upon a time in hollywood
jamiebell daniellemacdonald danielhenshall guynattiv biography crime drama a destitute young man raised by racist skinheads and notorious among white supremacists turns his back on hatred and violence to transform his life with the help of a black activist and the woman he loves.,skin
chrisevans haleybennett michaelk.williams gideonraff drama history thriller israel's mossad agents attempt to rescue ethiopian jewish refugees in sudan in 1979.,the red sea diving resort
dwaynejohnson jasonstatham idriselba davidleitch action adventure crime hobbs has dominic and brian reassemble their crew to take down a team of mercenaries: dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend letty.,fast & furious presents: hobbs & shaw
nicolascage benjaminbratt shawnku action crime drama an ex-enforcer for a local crime syndicate has vowed to enact retribution on his mob bosses after 19 years of wrongful imprisonment. the only thing diverting his violent plans is a new found relationship to his beloved son.,a score to settle
dianekruger martinfreeman casanvar yuvaladler action drama mystery a woman is recruited by the mossad to work undercover in tehran.,the operative
isabelamoner eugenioderbez michaelpeña jamesbobin action adventure comedy dora a teenage explorer leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.,dora and the lost city of gold
melissamccarthy tiffanyhaddish elisabethmoss andreaberloff action crime drama the wives of new york gangsters in hell's kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.,the kitchen
miloventimiglia amandaseyfried kathybaker simoncurtis comedy drama romance through his bond with his owner aspiring formula one race car driver denny golden retriever enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.,the art of racing in the rain
zoecolletti michaelgarza gabrielrush andréøvredal adventure horror mystery on halloween 1968 stella and her two friends meet a mysterious drifter ramón and uncover a sinister notebook of stories.,scary stories to tell in the dark
"shialabeouf dakotajohnson johnhawkes tylernilson,michaelschwartz adventure comedy drama zak runs away from his care home to make his dream of becoming a wrestler come true.",the peanut butter falcon
michellewilliams juliannemoore billycrudup bartfreundlich drama a manager of an orphanage in india is sent to copenhagen denmark where he discovers a life-altering family secret.,after the wedding
caseyaffleck annapniowsky tombower caseyaffleck drama sci-fi thriller parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. as a father struggles to protect his child their bond and the character of humanity is tested.,light of my life
jasonsudeikis joshgad lesliejones thuropvanorman animation action adventure the flightless birds and scheming green pigs take their feud to the next level.,the angry birds movie 2
jacobtremblay bradynoon keithl.williams genestupnitsky adventure comedy three 6th grade boys ditch school and embark on an epic journey while carrying accidentally stolen drugs being hunted by teenage girls and trying to make their way home in time for a long-awaited party.,good boys
viveikkalra kulvinderghir meeraganatra gurinderchadha comedy drama music in england in 1987 a teenager from an asian family learns to live his life understand his family and find his own voice through the music of american rock star bruce springsteen.,blinded by the light
cateblanchett billycrudup emmanelson richardlinklater comedy drama a loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. her leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant redis...,"where'd you go, bernadette"
johncorbett nialong sophienelisse johannesroberts adventure drama horror two sisters diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,47 meters down: uncaged
maxinepeake eleanorworthingtoncox richardharrington williammcgregor drama history horror a folk tale set in the hills of wales during the industrial revolution.,gwen
"samaraweaving adambrody marko'brien mattbettinelli-olpin,tylergillett action comedy horror a bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.",ready or not
gerardbutler morganfreeman jadapinkettsmith ricromanwaugh action thriller mike banning is framed for the attempted assassination of the president and must evade his own agency and the fbi as he tries to uncover the real threat.,angel has fallen
jillianbell michaelawatkins utkarshambudkar pauldownscolaizzo comedy drama a young woman decides to make positive changes in her life by training for the new york city marathon.,brittany runs a marathon
alexkendrick priscillashirer bendavies alexkendrick drama family sport a high-school basketball coach is asked to take over the cross-country program where he encounters a troubled teen.,overcomer
michaelealy jessewilliams nicolebeharie davidm.rosenthal drama horror mystery mourning his dead child a haunted vietnam war veteran attempts to uncover his past while suffering from a severe case of dissociation. to do so he must decipher reality and life from his own dreams delusions and perceptions of...,jacob's ladder
tildacobham-hervey sukiwaterhouse harryshumjr. mikegan comedy crime thriller when a gas station is held up at gunpoint by a desperate man in need of cash a lonely and unstable gas station attendant tired of being overshadowed by her more outgoing co-worker finds an opportunity to make a connection with ...,burn
keiraknightley mattsmith matthewgoode gavinhood biography crime drama the true story of a british whistleblower who leaked information to the press about an illegal nsa spy operation designed to push the un security council into sanctioning the 2003 invasion of iraq.,official secrets
jacobaaronestes drewdaywalt(story);davidoyelowo stormreid jacobaaronestes drama horror mystery after a man's family dies in what appears to be a murder he gets a phone call from one of the dead his niece. he's not sure if she's a ghost or if he's going mad but as it turns out he's not.,don't let go
brucedavison denisecrosby elizabethroberts micahgallo fantasy horror mystery based on the centuries old poem a family moves into a secluded mansion where they soon find themselves being targeted by an entity taking the form of a giant spider.,itsy bitsy
johntravolta devonsawa anagolja freddurst crime drama horror a rabid film fan stalks his favorite action hero and destroys the star's life.,the fanatic
jamesmcavoy jessicachastain billhader andymuschietti drama fantasy horror twenty-seven years after their first encounter with the terrifying pennywise the losers club have grown up and moved away until a devastating phone call brings them back.,it chapter two
hayleygriffith rubymodine ardenmyrin chelseastardust comedy horror a pizza delivery girl at the end of her financial rope has to fight for her life - and her tips - when her last order of the night turns out to be high society satanists in need of a virgin sacrifice.,satanic panic
amyryan nickrobinson margaretqualley rowanathale thriller a woman surprises the family of her deceased boyfriend by telling them she's pregnant with his child.,strange but true
stevensilver nicolapeltz alileroi drama a wealthy nigerian-american teen is pulled over by police shot to death and immediately awakens reliving the same day over and over trapped in a terrifying time loop - forced to confront difficult truths about his life and him...,the obituary of tunde johnson
anselelgort oakesfegley aneurinbarnard johncrowley drama a boy in new york is taken in by a wealthy family after his mother is killed in a bombing at the metropolitan museum of art. in a rush of panic he steals 'the goldfinch' a painting that eventually draws him into a world of crime.,the goldfinch
constancewu jenniferlopez juliastiles lorenescafaria comedy crime drama inspired by the viral new york magazine article hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their wall street clients.,hustlers
"rashidajones petersarsgaard tonyrevolori michaeltyburski drama a successful ""house tuner"" in new york city who calibrates the sound in people's homes in order to adjust their moods meets a client with a problem he can't solve.",the sound of silence
juliannenicholson moisésarias alejandrolandes adventure drama thriller on a remote mountaintop eight kids with guns watch over a hostage and a conscripted milk cow.,monos
avamichelle griffingluck lukeeisner nzinghastewart comedy drama family jodi the tallest girl in her high school has always felt uncomfortable in her own skin. but after years of slouching being made fun of and avoiding attention at all costs jodi finally decides to find the confidence to stand t...,tall girl
bradpitt tommyleejones ruthnegga jamesgray adventure drama mystery astronaut roy mcbride undertakes a mission across an unforgiving solar system to uncover the truth about his missing father and his doomed expedition that now 30 years later threatens the universe.,ad astra
